user;Comment;Label
alfiansus; Pap sandalnya dong;NON-CYBERBULYING
bralinks74; @SilentWishes007 Ngomong aja partai wong cilik tapi mendukung kebijakan yang mencekik wong cilik..gak nyambung Rara;CYBERBULLYING
luvinqchimmy; Agak lain sekeluarga;CYBERBULLYING
nanayapoetri; Kenapa warung? Ya karena udah mau 2024;NON-CYBERBULYING
Reyhanfsh; Makan nya banyak ya mbak puan;NON-CYBERBULYING
sandalselen15; 2024 anti banteng;NON-CYBERBULYING
mawardisme; Wong cilik https://t.co/bBYB5xnawx;NON-CYBERBULYING
ibn_qusyai; Tawa boleh kaliiii;NON-CYBERBULYING
SatriaP23293408; Bu  ..koq durennya udah di belah...ngga sekalian diHADIRKAN KARDUS DURIAN MONTONG NYA ?;NON-CYBERBULYING
KomentatorAbal2; Mau makan di pinggir empang pun, percaya deh, elektabilitas ente ga bakal naik. Teknik ente itu udh ketinggalan jaman ðŸ¤£ðŸ¤£;NON-CYBERBULYING
AMassambat; Wong cilik mana yang makan cuci mulut nya durian;NON-CYBERBULYING
_agiss; Warung ndi sek mejo karo kursine di taplaki putih resik koyo ngene.;NON-CYBERBULYING
aahjusii; si paling wong cilik;CYBERBULLYING
nightprayer13; Jualan, menunya : - janji manis. - aset negara - kesejahteraan rakyat Awas nanti dijual lagi aset-â€¦ https://t.co/CajxZwrmV5;CYBERBULLYING
rois_seo; Kalo mau pencitraan niat dikit lah ngent*t;CYBERBULLYING
gentayangan007; Warung pecel sekarang taplak nya putih bersih ya .;NON-CYBERBULYING
hendrasembiring; Kok gak ada komentar yg mendukung sih gaes. Apa mereka memang tidak bisa dipercaya jadi pemimpin Iâ€¦ https://t.co/2drOZV5PQ4;NON-CYBERBULYING
Putuwahana; mosok?;NON-CYBERBULYING
DadangAbdulla13; mau tanya :partai wong cilik apa wong licik ?;CYBERBULLYING
gootzila; nyenyenyenyenye;NON-CYBERBULYING
katanyairvan; Iyain aja biar seneng ini orang.;NON-CYBERBULYING
Sarahnu46947371; Ya saya mah gak mau tau;NON-CYBERBULYING
m_yanto_baemo; Partai wong cilik pesawatnya carteranðŸ˜‚  Ora Ganjar ora Nyoblos ðŸ‘;NON-CYBERBULYING
cunerubyjane; Ppfffftttttt;NON-CYBERBULYING
Irfansyahirawan; Warung kok mejanya kayak bintang lima mbak, halah ngapusi;NON-CYBERBULYING
amelputranti; Oh iya bu, baik....;NON-CYBERBULYING
DaddyAshari; Membangun komunikasi antar partai apalagi yang seirama memang bagus mbakyu...  Tp mohon dengan sanâ€¦ https://t.co/1z6XxP3ccS;NON-CYBERBULYING
ochiocii; Kenapa gak di tukang bakso bu;NON-CYBERBULYING
AbahHazoel; Dari 2019 klaim partai wong cilik , klo skrg masih ada wong cilik berarti selama ini rakyat cilikâ€¦ https://t.co/Bu7SSHFZIP;CYBERBULLYING
BudiCakmbudz; Awas Ditilang pake sandal jepit ðŸ˜†ðŸ˜†;NON-CYBERBULYING
cokie_theclown; HNCT;NON-CYBERBULYING
yass_ck01; Lawak.. :);CYBERBULLYING
alfarabinaz; Saya sangat terharuuu;NON-CYBERBULYING
uptourthink; Ngapuntene bu, tiyang alit dhahar pecel niku lesehan gelar kloso, wadah &amp;NON-CYBERBULYING
Fight4MyFreedom; Ini warung pecel yg di depan Kalibata bukan sih ? Penasaran wkwkwk;NON-CYBERBULYING
kavacmoli; gimmick;CYBERBULLYING
maspower; pARtAInYa w0Ng cIliK;NON-CYBERBULYING
lasa666na; iyh;NON-CYBERBULYING
BondanNotMe; numpang ketawaðŸ˜…;CYBERBULLYING
dediibanez; apa hanya karena kalian makan makanan seperti rakyat kecil kalian bisa dibilang mengerti rakyat keâ€¦ https://t.co/Gd8i6lr24O;NON-CYBERBULYING
indah0331; Hedon semua wong cilik dimananye;NON-CYBERBULYING
jjiimm131095; Apasih kakaknya rara ini zkzk;NON-CYBERBULYING
ffaaaddddllllli;" ""akar rumput""";NON-CYBERBULYING
lutfiindrasanri; Bu puan tanyin ke pak hasto donk RAJA mau d naikin ke brp , biar wong cilik ikutan party 2024;CYBERBULLYING
FMarteen; halah aku wong cilik lagi yang dijual, amsyong;CYBERBULLYING
pay_nusantara; Yok bisa yok. Lebih greget lg senyumnya.;NON-CYBERBULYING
dispandux; ndi onok wong cilik mari mangan pecel hidangan penutup e duren, seng onok kenek asam urat;NON-CYBERBULYING
BosPurwa; https://t.co/yUAWjLExp1;NON-CYBERBULYING
FitriansyahArif; Mohon Maaf Bu Puan, Sekedar Koreksi... Warungnya Wong Cilik taplak Mejanya ada Tulisan Sponsor Bu.â€¦ https://t.co/ip3T7k1CnT;CYBERBULLYING
john_daud; Hilih;NON-CYBERBULYING
paoL_pauL;" Apakah nanti di warungnya akan ditulis ""Mbak Puan dan Cak Imin pernah makan di sini""??";NON-CYBERBULYING
PocongMerahh; https://t.co/EjVuJLKtyC;NON-CYBERBULYING
petanibejo; Ngaku ngaku partai wong cilik;NON-CYBERBULYING
syayidilumroh1; Tai' .. wong cilik sbg pencitraan bahwa partai anda pro rakyat? Rakyat pilih @jokowi &amp;CYBERBULLYING
angganvgraha; The real warung pecel itu bungkusannya pake bekas fotocopyan soal ulangan anak SD;NON-CYBERBULYING
boodmynded24; malah jadi jijik dah pencitraannya;CYBERBULLYING
ifatglukosa; W0NG C1L1K;NON-CYBERBULYING
rahmansr07; Tanda pemilu makin dekatðŸ˜‚;NON-CYBERBULYING
dremmyho; Meja warung nya d bagusin dulu?;NON-CYBERBULYING
kobessaaa; Lawak;CYBERBULLYING
emfaku; pecel e gak ngunu mbak puan. pecel model ngunu yo regane larang.;CYBERBULLYING
RidNgemil; Partai wong cilik tapi malah dukung bbm naik. Dulu jaman SBY aja nangis2. Kok mencla mencle gitu sâ€¦ https://t.co/ihwcjq9vDu;NON-CYBERBULYING
gopal34301793; Giliran butuh suara rakyat baru turunðŸ˜Ž;NON-CYBERBULYING
Awibowo__; Berpura pura jadi rakyat kecil aja gagal;NON-CYBERBULYING
azmirifai13; Bagaimana bung @muhararpajidi ??;NON-CYBERBULYING
omjonpaul; Mbk puan dari sebagian komen kita bisa menyimpulkan, semoga anda mengerti jika 2024 itu hal sulitâ€¦ https://t.co/Fbr1wE36OZ;NON-CYBERBULYING
bujiladriadie; https://t.co/1E1OSersFi;NON-CYBERBULYING
fkri___; PRET!;NON-CYBERBULYING
ArimL11; Dari segi bahasanya ku dah paham kwalitas nya, andaikan ku punya power aku juga bisa jadi ketua DPR;NON-CYBERBULYING
Sibukmncarilham; Oh;NON-CYBERBULYING
antihallodek__; Warung dimana ya Buk,Meja sama kursinya kayak yang di pake di acara resepsi nikah temen saya buk?aâ€¦ https://t.co/7yBrKerCOP;NON-CYBERBULYING
_afrzl; Apa?? Wong cilikkk?? Anda yakin,? Wkwkwk LOL;CYBERBULLYING
ilkurham; https://t.co/uVHyRA3bbz;NON-CYBERBULYING
vluzuz; https://t.co/lYTwg5sPJv;NON-CYBERBULYING
heri_cahyo06; Durian nya masih ada kardus nya bu?;NON-CYBERBULYING
Cadelyori; Emang sih lagi jaman, warung makan pake tendaan di Indonesia;NON-CYBERBULYING
druuuiig; O;NON-CYBERBULYING
KangScroll; Makan sih boleh pecel Buahnya tetep duren, jangan lupa buang kardusnya yaaa;CYBERBULLYING
New_Wanderlust; Warung pecel mana yg ada taplak meja putihnya ðŸ˜­ pasti harganya mahal bener nih nasi pecelnya ðŸ˜­;NON-CYBERBULYING
Rizky8421; Ingat!!! https://t.co/QJhUndqi0P;NON-CYBERBULYING
ilkurham; Partai wong cilik tas hermes wkwkwkwk;NON-CYBERBULYING
nn_22222; Begitu syuliiittttt https://t.co/TNzYFPDhpr;NON-CYBERBULYING
fanny_juda; Klo liat tweet jauh lbh banyak yg komen drpd yg like, gw jamin tweet ini blunder alias unfaedah ðŸ˜†ðŸ˜†ðŸ˜†;NON-CYBERBULYING
m_gibral; Afh iya?;NON-CYBERBULYING
Jay_Riesman66; Ah ... affa iyah ...;NON-CYBERBULYING
bintangwiseshap; dengar suara tangisan dari masyarakat kecil saja tutup telinga. warung pecel nya wong cilik &amp;CYBERBULLYING
ariprastia06; Belinya pake uang halal kan?;NON-CYBERBULYING
suheppi76; Pura pura merakyat taik;CYBERBULLYING
Nour90994948; ðŸ¤®ðŸ¤®ðŸ¤®;NON-CYBERBULYING
Sabrina_Kiki_R; Kirain beneran mba rara xixixi;NON-CYBERBULYING
senzcoins; ðŸ˜šðŸ˜‹ yakin tenggelam ini mah ðŸ˜ðŸ˜;NON-CYBERBULYING
Gatraavianty; Dah lama ga mam pecel pincuk, endulitaaðŸ™;NON-CYBERBULYING
afriyansyahdu; Wong cilik tuh abis makan dessert nya  ngudut bukan durenðŸ™;CYBERBULLYING
sotokoedus; Giliran mau dkt pilpres smua ngaku dari wong cilik, bgmna dgn kenaikan bbm yg smakin memberatkan hâ€¦ https://t.co/dF420aLnAp;NON-CYBERBULYING
rieluxs; senengane lo nglawak cak, kalo emang mau pencitraan ko ga totalitas se. malah kliatan â€˜maksaâ€™nya lâ€¦ https://t.co/0dwpQ3Kma7;CYBERBULLYING
mellshanna; Partainya wong sendal jepit tapi sendal jepitnya Hermes;NON-CYBERBULYING
MatinoKhoirudi1; Saya fokus ke meja dan kursi tempat makan beliau berdua .. ditata seperti di restoran  atau sekelaâ€¦ https://t.co/yzrIxhxT8i;CYBERBULLYING
atozalthaf; ga usah bawa2 sandal jepit ama akr rumput dah? ga bosan perbodoh mereka terus.? kasi yg lebih kompâ€¦ https://t.co/e5tWYb6nS8;CYBERBULLYING
loveee_myself; Wah kalimat terangkai begitu indah, oh iya lupa sebentar lagi tahun 2024;NON-CYBERBULYING
_ntmswr; menengo;NON-CYBERBULYING
SangGuru2471; Wong cilik makan disini pasri kesedak langsung bablas.;CYBERBULLYING
Kubilaikan__; Makan yang banyak, biar kuwat start kampanye nya wkwkwkwk;NON-CYBERBULYING
pulll24; Ayo warga kita ga boleh tertipu;CYBERBULLYING
misssemuttt; masa seh;NON-CYBERBULYING
SAM_B000;" Minimal ""persiapannya matang""";NON-CYBERBULYING
laladutt; yakin dik?;NON-CYBERBULYING
JasminAdi1; Pesan dari bapak @jokowi https://t.co/JKK6INCiVl;NON-CYBERBULYING
AndunMP; Wong cilik mangan cah 2 yo ora semono  mbanee..pehhhhhh;CYBERBULLYING
mbulncil; Pencitraannya kurang dapet bu, coba lagi yak;CYBERBULLYING
dnxsme; ðŸ¤¢;NON-CYBERBULYING
AndunMP; Wong cilik pengen mangan duren susah bukk;NON-CYBERBULYING
apache_joe; Emang masih ada ya yg mao milih dia, Eh mulut;NON-CYBERBULYING
JasminAdi1; Desa pabean kec Tambakboyo kab tuban kesulitan solar para nelayan gak bs melaut, buktikan partai wong cilik;NON-CYBERBULYING
KangJoker007; Hahaha partai wong cilik...ngakak aku. Gmn kbr BBM naik, kebutuhan naik?...wah itu mejanya bagus bâ€¦ https://t.co/lq3YtShSg7;NON-CYBERBULYING
Un9ke; Liat komen2nya makin gak yakin dengan peluang di 2024 ðŸ˜„ðŸ˜†;NON-CYBERBULYING
NasiKuning01; coba ketemunya di depan kantor DPR sambil dengerin mahasiswa dan masyarakat;NON-CYBERBULYING
GanRusdi; Cuan for Wong cilik;NON-CYBERBULYING
legallyhorseman; Mbak, tim kampanye sampean sopo seh??? ðŸ¤£;NON-CYBERBULYING
m4ximoffffff; rill mint ?;NON-CYBERBULYING
tamarabalabala; https://t.co/qQ1VST0zM9;NON-CYBERBULYING
Rinjanitrpsha; Tetep Pak Ganjar;NON-CYBERBULYING
AriRizqi07; Warung koq pake taplak meja + sarung kursi bu?? Warungnya lg ada hajatan kawinan? @ronfafi;NON-CYBERBULYING
GasssTrosss; wok wok wok wok;NON-CYBERBULYING
_ZHIE16_; Saya melihat 2 sapi gelonggongan yang terlalu banyak makan;NON-CYBERBULYING
Asepmau23837808; Zxz;NON-CYBERBULYING
wiraawann; Kelakuan anak dan cucunya kek gini, ga yakin gw kalo beliau orang baik;NON-CYBERBULYING
OppaHan4;" Makan Pecel pun sarat dgn ""bumbu kacang Politis""  Jangan ""Munafik"", atau utk sebuah Pencitraan...?â€¦ https://t.co/gZmUvYJmZr";CYBERBULLYING
adamgeram; Dah bikin rilisan fisik sperti blio blm, bu? https://t.co/4M2bOfjJ24;NON-CYBERBULYING
Bimasuryaa2; afh iyh;NON-CYBERBULYING
Hyukata1; GA USAH CAPER BISA?;NON-CYBERBULYING
kkamdoongiya; telik;NON-CYBERBULYING
armyverse1301; Si paling cilik;CYBERBULLYING
Casey65444210; Ganjar for President! Bukan kamu ðŸ¤­;NON-CYBERBULYING
bukapalak_; Kalau lagi syedih nyari hiburan direply auto happy lagi;NON-CYBERBULYING
DonnyTata151; Mic mana mic ðŸ¤­ðŸ¤­ðŸ¤­;CYBERBULLYING
msh_1188; Bayarin tagihan listrik, wong cilik dong bu;NON-CYBERBULYING
PolosSang; Sejak kapan warung pecel mejanya pake taplak bagus;NON-CYBERBULYING
kayinthoughts; Preeeettttttttt.;NON-CYBERBULYING
niubluer; Kalau berani mengaku partainya wong cilik, hrsnya berani juga tdk berambisi jd capres. Berani mendâ€¦ https://t.co/agb9ed4Kl4;NON-CYBERBULYING
ianwiraseptian; Cari PR lain deh mba rara;NON-CYBERBULYING
icaaapdeh; Affh iyh;NON-CYBERBULYING
unsaintedperson; Pecel lele, tapi harganya ayam mekdi;NON-CYBERBULYING
zeegetop; Duren itu koentji....;NON-CYBERBULYING
asepmoelyadi; 2024 jualan apa mba? Kakekmu, wong cilik apa partai anti radikal?;NON-CYBERBULYING
noviar_zainal; Bualnya kelihatan oey;NON-CYBERBULYING
oka73404059; Bullshit!!!;NON-CYBERBULYING
Izad_jk; Halahhh wong cilik terooos sing di gawa;NON-CYBERBULYING
Greendboyz; Terimakasih atas PERWAKILAN nya sbg wakil RAKYAT,,, Luph u PULL dah,, ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥° https://t.co/1UFMjgR1gV;CYBERBULLYING
Maxsus69; #boimotpdip2024;NON-CYBERBULYING
Maxsus69; Huakkkkssss cuiiiih;CYBERBULLYING
buruhcabe; tangio, turumu miring;NON-CYBERBULYING
TangoNinerNiner; Manuver gajelas ðŸ¤£;NON-CYBERBULYING
Rottenanarchist; halah partai apaan,,,,, bbm naek berkali2, semua2 serba naek di jaman partai elo...;CYBERBULLYING
po_alam; yohhh syahwat syahwat pulitik terossss;NON-CYBERBULYING
musthof; Maaf Ibu Puan, seharusnya sudah tidak menjual jargon partai wong cilik, Krn itu memberikan sinyalâ€¦ https://t.co/kimVRH6hRJ;CYBERBULLYING
PutraSa80284807; Udah2la puan Minyak naik;NON-CYBERBULYING
edo_rosyada; Ngelamar Bu Nyai. Sip cak Imin;NON-CYBERBULYING
slaytheriyn; mba rara, tolong turunin hujan dong panas bgt nichhh,,,;NON-CYBERBULYING
KrismonAdji; Telek lencung mambune kecing Pro rakyat pro wong cilik entut;CYBERBULLYING
__SudutPandang; Gaya politikus berkarakter Orde Baru, merakyat hanya menjelang, selama masa kampanye hingga pemiluâ€¦ https://t.co/iC3iVVwNTH;CYBERBULLYING
KiBrangasan; Ganjar di hati;NON-CYBERBULYING
sucklifeeeeee; Biarlah Tuhan yang Tau!;NON-CYBERBULYING
muchshodiq2; Kontol;NON-CYBERBULYING
benyaminostra; tp kok perumahan besar d Surabaya PDIP semua ya bu ? ðŸ¤¡;NON-CYBERBULYING
daffarians23; Hilih kintil kibing;NON-CYBERBULYING
IrfanGiovani1; Nek warung i takplak e gawe Torabika :);NON-CYBERBULYING
ChevyArfan; Kok yang komen ga ada yg setuju yaa...;NON-CYBERBULYING
yudiahmad891; Wong cilik ???;NON-CYBERBULYING
DenyAinur1; He. Yang pegang akunnya Bu puan. Kalau bikin status jangan lamis lamis;CYBERBULLYING
fandisyuu; https://t.co/BoPWdDQlWC;NON-CYBERBULYING
__SudutPandang;" Slogan ""PDIP Partai Wong Cilik"" itu cuma omong kosong!  Di rezim Megawati beberapa UU di bidang peâ€¦ https://t.co/JPW6rkUxn1";NON-CYBERBULYING
Imam_Widodo_; Kok ya sekarang bari ke warungnya,...? Kemarin2 kemana aja?;NON-CYBERBULYING
midun_cak; Partai wong cilik apa wong tua  Bercanda bu, ampuni saya bu, saya munafik orangnya ðŸ™;NON-CYBERBULYING
rajaprenk; Cocotte;CYBERBULLYING
mbecakmaneh; mental kere.;CYBERBULLYING
piqhipiqs; Warung apaan ini haha.. mana yg lain? Mana bapakÂ² yg lagi makan nasi sambil ngeteh? Mna tukang becâ€¦ https://t.co/Br9Z0K9Dmq;NON-CYBERBULYING
slpyinsmnc; https://t.co/UWoO7bV6AH;NON-CYBERBULYING
fhajianto; ðŸ©´;NON-CYBERBULYING
pires83821284; Pret ahh;NON-CYBERBULYING
kejukraftt; awokwokwokwok pkb;NON-CYBERBULYING
FDerKanzler; Knp warung ? Krn lg pengen pencitraan;CYBERBULLYING
ImaginePyo; Y mba;NON-CYBERBULYING
kamaliaw; Gilss bikin negara sediri gih cuan mutemic mahalaney;NON-CYBERBULYING
gaskeuntipis2; ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
mkt_kino; affh iyhh;NON-CYBERBULYING
aldfdlh; Bu... Komennya kebanyakan negatif. Ibu ga ada niat buat ngebalesin?;NON-CYBERBULYING
BSRHJN_; Dessert makan pecel duren bu?, Wong kecil bagian mana,makan pecel ditutup makan duren sebagai hidaâ€¦ https://t.co/Fg21HsG7nI;NON-CYBERBULYING
jepry_sanjaya; Afh iyh?;NON-CYBERBULYING
Melovii30; Ada kresek item ga sih?;NON-CYBERBULYING
riancoek; mangan pecel pisan ngaku wong cilik;NON-CYBERBULYING
catur_sk; ndobos;NON-CYBERBULYING
dffases; ahahaha,iyaa mbak raraa iyaaa;NON-CYBERBULYING
_20aquintta; wkwkwk;NON-CYBERBULYING
BangJr1976;" Hilih pirti wing cilik po pretttðŸ™„ðŸ˜ cari panggung aja, biasa kan deket pemilu.. dulu nangis"" bbm naâ€¦ https://t.co/bKVHGDyUuj";CYBERBULLYING
meiibahagia; Ada yang bisa kasih tau ibunya ngetwit apa? Di saya tulisannya ngeblur..;NON-CYBERBULYING
lhaopoo; sendal jepit merk flipper yak e;NON-CYBERBULYING
luqman2396; Wong cilik udah di depan noh, suruh masuk !;NON-CYBERBULYING
kangmaspri; Di kantor dan di rumah ibu ada warung pecel ya...?;NON-CYBERBULYING
mudariksaaa; Warung pecel mana mba yang pake taplak meja putih ðŸ‘€;NON-CYBERBULYING
benuaandin; Warungnya sederhana banget buk. Menunya pasti Sego kucing niðŸ‘;NON-CYBERBULYING
mas_barley; lalapan duriannya ini wong cilik banget Bu....;NON-CYBERBULYING
sandra_rext; Buat keluarganya dirumah, wanti wanti biar ga nyoblos orang ini, bahaya banget sirâ˜ï¸;NON-CYBERBULYING
Anatomyofsilent; Sudah tydack laku sistur begini2 tuh;NON-CYBERBULYING
ayupratikto; Yhaaa coba lain kali perangkat warung pecel apa adanya. Meja yang kudu dilapin dulu sama tisu toilâ€¦ https://t.co/XKZo6vQLXp;NON-CYBERBULYING
sangpengagum__; Partai wong cilik, tapi hanya manis di bibir + mendekati pemilu saja, maaf bu anda gagak total jadi tidak usah di teruskan;CYBERBULLYING
deninursamsi; Mba, Saya ingin bertemu dengan Mba membicarakan beberapa hal dalam menyambut 2024.. Mohon arahan..;NON-CYBERBULYING
gideontf; Mana rakyatnya bu? Kok gak kelihatan?;NON-CYBERBULYING
binsoo___; Meskipun sering diCYBERBULLYING netizen, dibecandain, tapi dia ga pernah baper sampe nuntut-nuntut loh, saâ€¦ https://t.co/vpXYBZV2DD;NON-CYBERBULYING
Cek_key; Bu puan kesana pake sendal jepit?;NON-CYBERBULYING
nnpillows; Puan bct;NON-CYBERBULYING
lestarifauziiah; Komen nya anjirrrðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
RadinkaRaditya; @thepopoh Prekk;NON-CYBERBULYING
_tomasowa; Nek ngibul ojo nemen2 bu..ðŸ˜‚ðŸ˜‚ðŸ˜‚;NON-CYBERBULYING
edypran53614825; Energinya wong sendal jepit habis menghadapi kenaikan BBM dan semua kebutuhan pokok...dan anda ygâ€¦ https://t.co/G4VqwskBKG;CYBERBULLYING
LubanxZilit; Silit;NON-CYBERBULYING
bimmooaryo; Affa iyah;NON-CYBERBULYING
TextFromNowaday; Hampir salah baca : akar rumput inilah yang menjadi energi penjualan kami. Beribu maaf, Bu ðŸ™;NON-CYBERBULYING
tr1ey; Ketuk palu untk RUU perampasan aset koruptor kapan ya ?;NON-CYBERBULYING
fuglyyy_; Makan pecel = dukung wong cilik;NON-CYBERBULYING
dxrrrrock; sa ae mba rara;NON-CYBERBULYING
fj378; Tiati emaknya galak;NON-CYBERBULYING
puntung_empal; Warungnya keren... Konsepnya kayak orang nikahan;NON-CYBERBULYING
kalashnikopv; jembut;CYBERBULLYING
Ali_Husni666; Kalau anda partai wong cilik, bbm naik kenapa gak nangis???;NON-CYBERBULYING
febriandriannn; Heleh;NON-CYBERBULYING
versiterbaik; Komennya pada lucu banget, cocok kamu jadi presiden @Standupindo;CYBERBULLYING
Mletreasikk13; Anya konidin;NON-CYBERBULYING
JuliaFatma2; Bibir Merah semanis Madu;NON-CYBERBULYING
aubehh; Wong disetir sm bu ketum, ngengggggggg;CYBERBULLYING
ScioCogitoCredo; Puan Cak Imin disingkat jadi   PAIMIN dong?  Ngga cocok aaaah..  Lebih pantas TUGIMAN  Pembayar paâ€¦ https://t.co/0R5U4LjMrY;NON-CYBERBULYING
gatauiniapa07; @altheauror;NON-CYBERBULYING
maxmu_kiper; Omong kosong;NON-CYBERBULYING
__nisrinafsh; wah kok ga mengikuti jejak ibunya makan bakso bareng org papua mix kopi susu? kurang totalitas. https://t.co/oJeo0a0juX;NON-CYBERBULYING
Dhemagog; Iyain aja deh;NON-CYBERBULYING
Yasoo_1996; Definisi wong cilik menurut mba puan itu seperti apa ?;NON-CYBERBULYING
danuwijaya0; Kyt partaine wong cilik;NON-CYBERBULYING
MamatRiadys; omong kosong! rakyat lu demo temuin noh..;CYBERBULLYING
mulyatikaral; Itu di warung apa tempat hajatan mba? Bagus dan bersih taplak meja dan sarung kursinya loh.. Btw,â€¦ https://t.co/k7Y05eM4b7;NON-CYBERBULYING
ZakirHorisontal; wong licik kali ah;CYBERBULLYING
Itu_Mass; Ee;NON-CYBERBULYING
macchiatotimee; affh iyh;NON-CYBERBULYING
GagasJanggan; lontong dikethok, omong thok.;NON-CYBERBULYING
adeRmaulana; bu saya makan ayam bakar desertnya timun ga abis . wong cilik;NON-CYBERBULYING
nickofwan; OMONG KOSONG !!!;NON-CYBERBULYING
PurwadiBono; https://t.co/WWQBKsiSBe;NON-CYBERBULYING
hermawanw; Wong cilik diapusi wong LICIK;CYBERBULLYING
perangmiliter; 112 mantan;NON-CYBERBULYING
adeherawan52; Wong cilik lebih suka makan dj warteg bahari daripada di pecel pincuk...;CYBERBULLYING
Stavak2; Wah...dik ...telingaku aneh membaca tuit ini. Kok rasanya berbeda dg kenyataan.;CYBERBULLYING
txtdarisukabumi; Kukira kau rumah;NON-CYBERBULYING
Ar13_; Dhinasty;NON-CYBERBULYING
Iqralubis2; Teplak perlak harusnya yg gambarnya quote teh botol sosro;NON-CYBERBULYING
adelnuza; marilah seluruh rakyat indonesia;NON-CYBERBULYING
SoGladdd; seng nge twitt kakean ngepil;CYBERBULLYING
ipung_gue; Ada maunya;NON-CYBERBULYING
lazyCutes; Partai wong cilik sloganya.faktanya Partai yg hanya mengedepankan kepentingan segelintir orang bukâ€¦ https://t.co/IVxGy7iYAj;CYBERBULLYING
otedunta; Lagi nego mba..?;NON-CYBERBULYING
FikriKhaerulB; Wong cilik gapernah abis makan pecel terus dimejanya ada duren ðŸ˜…ðŸ˜…;NON-CYBERBULYING
SanWijy; Gak milih PDIP... Gak milih PARPOL... bsok kl pemilu tak coblosi smua biar adil dan merata;NON-CYBERBULYING
patrap_; Ah masa;NON-CYBERBULYING
tm__siahaan; https://t.co/lRqu2FnAIo;NON-CYBERBULYING
pi_pito; Aku yakin pasti sendal jepit yang dimaksud adalah havainas;NON-CYBERBULYING
diissriza; Bukan pertemuan dan makan di warung yg diminta. Ketukan palumu lah yg harusnya membersamai wong cilik;NON-CYBERBULYING
sahmiyusuf; Ra butuh koen2, tambah nyusahno Urip. Wong cilik iso golek Duwek dewe;CYBERBULLYING
valormanado; @areioutdoorgear;NON-CYBERBULYING
ChoerulImam11; Awas BuzzeRp Ganjar ngamuk bu ðŸ˜€;NON-CYBERBULYING
sxayng; omongan dulu sm skrg kok beda sih?;NON-CYBERBULYING
atulelle20;" Semangat mba Ningsih semoga ""merakyatnya"" membuahkan hasil yaðŸ¤—ðŸ˜˜";NON-CYBERBULYING
DongenakDongora; Ketika wong cilik disebut-sebut itu artinya pemilu sudah dekat  ðŸ˜€;NON-CYBERBULYING
BangUcupTea; Ada durennya tapi ga ada kardusnya.;NON-CYBERBULYING
gapunyahobby; Tukang bakso yg kemarin di hina sama ibundanya gmana;CYBERBULLYING
scnrlndn; Naon sih bu;NON-CYBERBULYING
baebims; Hylyh;NON-CYBERBULYING
namjoesega; Heleh bentar lagi 2024 pencitraan mulu ðŸ™ˆ;NON-CYBERBULYING
xm_jojo; *geleng2 kepala*;NON-CYBERBULYING
msidiks;" yaudah next kalo rapat di balai warga aja , kemana"" ngangkot , gausah pake"" fasilitas yang bukan wong cilik pake";NON-CYBERBULYING
sacredump; partai wong cilik tapi kok ga ngedengerin aspirasi rakyat kecil hadeh smh;NON-CYBERBULYING
ayeveeayen; https://t.co/h8ESNwfBEb;NON-CYBERBULYING
GioKelvin17; Y;NON-CYBERBULYING
alinaan41; https://t.co/EhUe80aSIa;NON-CYBERBULYING
pacareayang; Wong cilik banyak yang kelaparan, wong cilik banyak yang kesusahan buat sekedar makan pecel doang;NON-CYBERBULYING
